"idx","calories","carb","category","cholesterol","content","fat","img","n_size","name","protein","sat_fat","size","sodium","sugar","trans_fat","where"
"788","440kcal","780mg","냉장/냉동식품 > 냉동밥","55mg","""속이 꽉 찬 통살새우~! 맛있는 새우 볶음밥 1) 계란 듬뿍! 영양 듬뿍!2) 오뚜기 맛있는 볶음밥은 40년 냉동 노하우를 가진 오뚜기냉동에서 직접 생산합니다.3) 1인분 기준 후라이팬 중불 3분, 전자레인지 4분(700W기준) 조리로      간편하게 즐기실 수 있습니다.4) 1인분씩 개별 포장되어 있어 조리 및 보관이 편리합니다5) 가마솥 직화방식과 개별급속냉동으로 볶음밥 고유의 맛을 살렸습니다""","15g","https://ottogi.co.kr/pds/product/2021-10-22_262422693[1].jpg","1회 제공량 (225g)","맛있는 새우 볶음밥","6g","0g","900g(225g*4봉)","7g","69g","1.5g","""쌀(국산), 스크램블에그[계란(국산), 식물성유지(외국산), 변성전분, 옥수수전분, 설탕], 새우(베트남산), 카놀라유, 대파, 양파, 청피망, 당근, 홍피망, 마늘, 정제소금, 소스, 골드마요네스, 새우추출분말, 양파맛분말, 새우엑기스, 가쓰오부시추출물, 설탕, 볶은양파기름, 향미유, 향미증진제, 후추분"""
"1016","125kcal","1500mg","냉장/냉동식품 > 냉장탕국찌개","25mg","북어와 사골육수의 시원하고 진한 맛!","5g","https://ottogi.co.kr/pds/product/2017-05-18_649318716[3].jpg","500g(125kcal/2인분)","맛있는 사골북어국 500g","'-g","0g","500g","12g","8g","1.8g","""정제수,두부[대두(외국산),황산칼슘,혼합제제(레시틴,탄산마그네슘,식물성유지,글리세린지방산에스테르)],무(국산),대파(중국산),북어2.3%(러시아산),사골엑기스2%[뉴질랜드산:사골농축액90%(가용성고형분47%)],북어진한육수분,참기름,돈골엑기스,정제소금,마늘,식물성분해단백,향미증진제,후추분대두, 밀, 돼지고기, 쇠고기 함유이 제품은 토마토, 우유, 게, 새우, 계란, 닭고기, 오징어, 조개류(전복,홍합,굴 포함)를 사용한 제품과 같은 제조시설에서 제조하고 있습니다."""
"618","100kcal","""1,150mg""","카테고리없음 > 카테고리없음","< 5mg","""1. 푹 고은 사골 국물을 베이스로 고춧가루와 마늘 등의 갖은 양념에 신선한 쇠고기, 파, 숙주, 고구마순, 표고버섯 등을 푸짐하게 넣은 매콤한 맛의 제품입니다.2. 전자레인지에 2분, 끓는물에 3분이면 맛있는 육개장을 즐기실 수 있습니다.""","3.7g","https://ottogi.co.kr/pds/product/img_big0903_2.jpg","1회 제공량 1봉지 (150g) 당 함량","냉장 얼큰육개장 덮밥소스","3g","0g","150g","5g","12g","1.2g",""
"2462","165kcal","""1,820mg""","조미소스/식품 > 고기양념장","0mg","양조간장에 7가지 과일과 3가지 야채를 넣고 정성스레 달여 달큰하고 부드러운 고기의 풍미를 높여줍니다.","0g","https://ottogi.co.kr/pds/product/2023-01-30_947836675[1].jpg","","갈비양념(스파우트팩)","33g","0g","480G","2g","39g","0g","""양조간장[양조간장원액(탈지대두),천일염,기타과당,주정,굴농축액]정제수,설탕,기타과당,열대과일퓨레(베트남산:망고,파인애플,바나나),마늘(국산),야채믹스,배농축액,파인애플농축액,혼합과일소스(사과,배,밀감,단감),식물성분해단백,후추분,표고버섯엑기스,감칠맛베이스,향미증진제,잔탄검,구연산,카라멜색소"""
"1501","170kcal","mg","레토르트/간편식 > 3분","mg","""1. OTTOGI RETORT CURRY is a harmony of curry powder from natural tropical spices, Korean fruits, and tropical fruit puree, providing a great combination of rich and soft taste.""","7g","https://ottogi.co.kr/pds/product/C21.jpg","Per Serving(1 Pack)","RETORT CURRY (REGULAR)","10g","0g","200g(Serves1)","5g","22g","3g","""WATER,ONION(CHINA),POTATO(USA:POTATO,ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE)),MIXED JUICE SAUCE[APPLE(KOREA),PEAR(KOREA)],TROPICAL FRUIT PUREE,BEEF,CARROT,MIXED FORMULATION(MODIFIED STARCH,SUGAR,DEXTRIN),VEGETABLE OIL,POTATO,BEEF BONE EXTRACT,TOMATO PASTE,CURRY POWDER 1.2%,MILK CREAM,TUNA SOY SAUCE POWDER,GARLIC,BEEF BOUILLON,SALT,SUGAR,ONION SEASONED POWDER,BEEF FLAVORED SEASONING,FLAVOR ENHANCER,SPICE,RED PEPPER,TURMERIC EXTRACT,SPICY SEASONING\n[CONTAINS MILK,SOYBEAN,WHEAT,TOMATO,BEEF]"""
"1590","kcal","mg","조미소스/식품 > 이금기소스","mg","1. 대두에 향신료를 첨가하여 재움 양념으로 사용하면 향을 더해 주며 북경 오리요리에 찍어먹는 소스로 사용하면 좋습니다.","g","https://ottogi.co.kr/pds/product/2017-05-16_351474193[3].jpg","","CHINESE HOISIN SAUCE","g","g","""240g, 2270g""","g","g","g","""ORIGIN: CHINA INGREDIENT : SUGAR,WATER,FEREMENTED SOYBEAN PASTE(SALT,SOYBEAN,WHEAT FLOUR),SALT,SWEET POTATO,CARAMEL POWDER,MODIFIED STARCH,SESAME PASTE,DEHYDRATED GARLIC,SPICE,CITRUS PEEL,PICKLED RED PEPPER,GLACIAL ACETIC ACID SOYBEAN,WHEAT 함유"""
"1408","725kcal","510mg","조미소스/식품 > 마요네스","55mg","Rich and soft Korea‘s No.1 Mayonnaise!\nEnjoy the rich and deep taste.","80g","https://ottogi.co.kr/pds/product/2017-04-28_358407554.jpg","Per 100g","GOLD MAYONNAISE","1g","0g","""50g, 200g, 300g, 500g, 800g""","1g","1g","14g","""VEGETABLE OIL[IMPORTED(ARGENTINA,USA,CHINA)],WATER,EGG YOLK(USA:EGG YOLK,SALT),FERMENTED VINEGAR,LIQUID EGG WHITE(USA),SUGAR,EGG YOLK-OT,EGG YOLK-S,SALT,SEASONING OIL,GLUCOSE,HYDROLIZED VEGETABLE PROTEIN,XANTHAN GUM,ENZYME,SOY SAUCE MIX"""
"1762","120kcal","750mg","라면류 > 컵누들","15mg","""계란,참깨,파,게맛살 건더기가 풍부하게 들어있으며, 야채와 치킨을 넣어 끓인 육수에 참기름을 넣어 고소하고 담백한 국물맛입니다.""","0.5g","https://ottogi.co.kr/pds/product/img_big(ge).jpg","Per Serving(1 Cup)(36g)","CUP NOODLE EGG","3g","0g","36g","1g","28g","0g","""NOODLE:VERMICELLI(CHINA:POTATO STARCH,MUNG BEAN STARCH) SOUP:EGG BLOCK-S[TURNING EGG(KOREA),MALTODEXTRIN,TASTY FISH CAKE(냉동연육:IMPORTED),GLUCOSE,SALT,SOY SAUCE POWDER,CHICKEN EXTRACT POWDER,ONION POWDER,DIETARY FIBER(NON-DIGESTIBLE MALTODEXTRIN),SOY SAUCE POWDER(SOYBEAN,WHEAT,SALT),GARLIC POWDER,SESAME OIL,BONITO EXTRACT POWDER,BEEF EXTRACT POWDER,TASTE BASE,FLAVOR ENHANCER,FISH COLLAGEN,SOY SAUCE POWDER(SOYBEAN,WHEAT,SALT),BLACK PEPPER POWDER,YEAST EXTRACT,ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE),EGGFLAKE,ROASTED SESAME[DEFATTED SOYBEAN(SOYBEAN),SOY SAUCE(WHEAT),TURNING EGG(EGG),MILK SUGAR(MILK),게,SHRIMP"""
"1216","225kcal","370mg","냉장/냉동식품 > 조리냉동류","75mg","""1. 갈비살이 풍부한 돼지갈비와 ㈜오뚜기에서 직접 만든 바베큐 소스로 양념했습니다.   2. 부드러운 돼지갈비살과 정통 바베큐 소스의 맛이 잘 어우러진 스모크 풍미의 제품입니다.   3. 전자레인지, 오븐, 후라이팬 등을 이용해 가정에서 간편하게 조리할 수 있습니다.""","11g","https://ottogi.co.kr/pds/product/img_big0225_1.jpg","Per Serving 100g","SNOW VALLEY BBQ PORK RIB ORIGINAL","9g","0g","400g","19g","13g","4.5g",""
"1653","245kcal","520mg","냉장/냉동식품 > 냉장드레싱","20mg","""1. 당근, 토마토, 비트, 샐러리, 시금치 등 20가지의 야채로 만들어진 드레싱으로 샐러드에 곁들이면 부족한 야채 섭취를 더 쉽게 보충할 수 있게 해줍니다.  2. 신선한 야채 샐러드와 잘 어울립니다.""","20g","https://ottogi.co.kr/pds/product/2017-06-22_438542277[7].jpg","Total Content 250gPer 100g/245kcal","VEGETABLE DRESSING 20 VEGETABLES","3g","0g","250g","1g","15g","7g","""WATER,VEGETABLE OIL[IMPORTED(ARGENTINA,USA,CHINA 등)],COMPOSITE VEGETABLE CONCENTRATE13.4%(GERMANY: ORANGE CARROT JUICE CONCENTRATE,JERUSALEM ARTHICHOKE CONCENTRATE,TOMATO PUREE,SWEET PUMPKIN CONCENTRATE,YELLOW CARROT CONCENTRATE,BEETROOT CONCENTRATE,SUBAR BEET CONCENTRATE,BLACK CARROT CONCENTRATE,CUCUMBER,CELERY CONCENTRATE,LEEK CONCENTRATE,PEA PUREE,ONION CONCENTRATE,붉은PIMENTO CONCENTRATE,SWEET PUMPKIN CONCENTRATE,CABBAGE CONCENTRATE,SPINACH CONCENTRATE,LETTUCE CONCENTRATE,PARSNIP CONCENTRATE,BROCCOLI CONCENTRATE),SUGAR,FERMENTED VINEGAR(SPIRIT,FERMENTED NUTRIENT),CARROT CONCENTRATE5%(CARROT:KOREA),EGG YOLK,TOMATO PASTE1.2%,SALT,ONION POWDER0.3%,HYDROLIZED VEGETABLE PROTEIN,XANTHAN GUM,샐러리시드,D-TOCOPHEROL(MIXTURE),SEASONING OIL,GARLIC POWDER0.01%,RED PEPPER0.01%"""
"647","405kcal","1200mg","곡류가공식품 > 쌀떡류","3mg","""직접 우려낸 진한 사골육수와 쫄깃한 쌀 떡국떡 - 오뚜기 옛날 쌀떡국1. 전자레인지 조리로, 더욱 쫄깃한 떡!2. 더 깊고 진해진 사골 육수 풍미!3. 길고 깊어져, 먹기 편해진 숟가락!""","3.3g","https://ottogi.co.kr/pds/product/2022-04-19_771728590[1].png","1회 제공량 1컵 (172.2g)","옛날 쌀떡국(용기)","1g","0g","166.6G","9g","85g","1.9g","""*떡:쌀가루99%(외국산),주정,정제소금*진한사골육수:사골엑기스(뉴질랜드산:사골농축액,정제소금),정제수,L-글루탐산나트륨(향미증진제),식물성크림,쇠고기다시,쇠고기추출물,다시마엑기스,마늘,설탕,정제소금,후추분,마늘분,합성향료(비프스프향),향미증진제,영양강화제*떡국고명:계란지단[전란분(덴마크산),밀가루(밀:미국산,호주산)],구운김후레이크,동결건조파,볶음참깨대두,밀,우유,계란,쇠고기 함유"""
"484","100kcal","980mg","분말/건조식품 > 카레","0mg","""1. 강황함량이 57.4% 더 증가(당사 오뚜기카레 약간매운맛 기준)한 고급카레입니다.2. 로즈마리, 월계수잎 등 천연향신료를 잘 조화시킨 고급카레입니다.3. 최신기술의 과립형 분말로 물에 잘 녹아 조리하기 더욱 편리합니다.4. HACCP 인증""","4.1g","https://ottogi.co.kr/pds/product/2022-05-12_539198695[11].jpg","총 제공량 100g25g(1인분)","백세카레 (순한맛)","6g","0g","""100g(4인분), 1kg(50인분)""","2g","14g","2.3g","""밀가루(밀:미국산/호주산),덱스트린,카레분12%[강황31.95%(인도산),코리안더(모로코산),쿠민,훼누그릭,휀넬,로즈마리0.88%,월계수잎0.88%],혼합식용유[팜올레인유(말레이시아산),팜스테아린유(말레이시아산)],정제소금,옥수수분,복합조미식품,토마토분,유크림분,설탕,오뚜기비프분말,효모추출물,변성전분,치킨파우더,체다치즈파우더,과일소스분,강황분0.53%(인도산),조미양념분,표고버섯엑기스분말,마늘분[쇠고기,닭고기,밀,토마토,우유,대두,조개류(굴) 함유]이 제품은 돼지고기, 오징어, 새우, 계란, 잣, 조개류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다."""
"1135","215kcal","317mg","냉장/냉동식품 > 조리냉동류","0mg","1. 전문 레스토랑에서 즐기던 후라이 감자를 집에서 간편하게 즐길 수 있습니다.  2. 쌀가루를 입힌 바삭바삭한 맛이 특징입니다.","13g","https://ottogi.co.kr/pds/product/img_big1214_4..jpg","Per 100g","SNOW VALLEY MEGA CRISPY","0g","0g","330g","5g","20g","2.9g",""
"297","235kcal","640mg","냉장/냉동식품 > 조리냉동류","75mg","""1. 갈비살이 풍부한 돼지갈비와 ㈜오뚜기에서 직접 만든 바베큐 소스로 양념했습니다.2. 부드러운 돼지갈비살과 파인애플의 달콤함, 양파의 고소함이 우스타소스의 향과 잘 어우러진 제품입니다. 3. 전자레인지, 오븐, 후라이팬 등을 이용해 가정에서 간편하게 조리할 수 있습니다.""","11g","https://ottogi.co.kr/pds/product/img_big0225_3.jpg","1회 제공량 100g","SnowValley 바베큐 폭립 스위트","11g","0g","400g","19g","15g","4.5g",""
"523","16kcal","0mg","조미소스/식품 > 식초","0mg","1. 정성된 현미를 원료로 하여 발효숙성시킨 발효식초로 1L당 80g의 현미를 함유하고 있는 100% 발효식초입니다.2. 현미함량이 높아 짙은 풍미를 느낄 수 있습니다.","0g","https://ottogi.co.kr/pds/product/img291.jpg","100 ml 당 함량","현미식초","3g","0g","""500ml, 900ml, 1.5L, 1.8L""","0g","4g","0g","""정제수,현미당화농축액6.8%[현미99%(국산),액화효소,당화효소,70Brix기준],주정5.9%,발효영양원"""
"1910","345kcal","610mg","냉장/냉동식품 > 냉동스낵류","45mg","""페페로니 햄과 모짜렐라, 체다, 고다치즈가 듬뿍""","17g","https://ottogi.co.kr/pds/product/2022-04-01_785806701[5].jpg","","Real 멕시칸 브리또 페페로니트리플치즈","4g","0g","500g(125gX4입)","14g","34g","9g","""빵류[또띠아전용분(밀:호주산,미국산,캐나다산),소스(대두유:외국산),효모,혼합제제(프로필렌글리콜,합성향료)],자연치즈1 15.2%[모짜렐라치즈 99.5%(외국산),분말셀룰로스],사각페파로니토핑12.8%[돼지고기78.21%(국산),옥수수전분(옥수수:외국산),정제소금,향신료조제품,복합조미식품],자연치즈2 10.4%[체다치즈99.3%(외국산),분말셀룰로스],고구마무스(증숙고구마,설탕,가공유크림,우유,기타과당),양파,자연치즈3 4%[고다치즈99.3%(외국산)],청피망,벌꿀"""
"740","490kcal","""1,540mg""","라면류 > 육개장","0mg","쫄깃하고 부드러운면에 쇠고기 국물과 얼큰한 양념이 조화된 진한 육개장맛입니다.","18g","https://ottogi.co.kr/pds/product/2020-04-10_1002907802[9].jpg","1회 제공량 110g 당 함량","육개장 용기","3g","0g","110g","10g","72g","10g","""면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),글루텐,정제소금,유화유지,난각분말,치킨추출농축액,마늘시즈닝,야채추출물,면류첨가알칼리제(산도조절제),비타민B2,녹차풍미유스프류:정제소금(국산),육개장양념분말,로스팅고추분말,간장분말,양지사태조미분말,감칠맛베이스,참맛매운양념분말,조미육수분말,볶음고추분,쇠고기육수분말,포도당,향미증진제,마늘양념분말,효모조미분,참맛매운쇠고기분말,덱스트린,고춧가루,후추분말,숙성마늘맛분,설탕,효모추출물분말,칠리맛분말,육개장풍미유,칠리추출물,고추맛추출기름,고추농축소스,산도조절제,조미쇠고기맛후레이크,건파,고추어포."""
"1634","45kcal","560mg","조미소스/식품 > 육류소스","0mg","""1. Soft steak sauce seasoned with beef stock, mushrooms and demi-glace sauce.\n2. For steaks, hamburgers, or meat.""","0g","https://ottogi.co.kr/pds/product/2017-05-19_808148694[1].jpg","Per 45g","MUSHROOM STEAK SAUCE","9g","0g","270g","g","11g","0g","""CHICKEN BAR 63.3%[CHICKEN(KOREA),BREAD CRUMB(WHEAT:IMPORTED),VEGETABLE OIL,SUGAR,TEXTURED SOY PROTEIN],WATER,SUGAR,CORN SYRUP,MIXED SOY SAUCE[DEFATTED SOYBEAN(IMPORTED),SALT(KOREA)],VEGETABLE MIX-M(CHINA),COOKING WINE,MIXED FORMULATION(MODIFIED STARCH,SUGAR,DEXTRIN),GARLIC,GINGER POWDER\n[CONTAINS CHICKEN,WHEAT,SOYBEAN,BEEF]"""
"2358","230kcal","770mg","조미소스/식품 > 스파게티소스","25mg","신선한 엑스트라버진 올리브유에 볶은 국산 마늘과 새우가 듬뿍 들어가 비스크 풍미 가득고급 오일 파스타 소스","23g","https://ottogi.co.kr/pds/product/2022-03-02_809293747[1].jpg","100g 당","프레스코 감바스 파스타 소스","2g","0g","380G","2g","4g","3g","""정제수, 해바라기유(외국산:우크라이나, 말레이시아, 스페인 등), 흰다리새우살(베트남산:새우, 정제소금, 폴리인산나트륨), 압착올리브유(스페인산), 새우엑기스, 마늘, 양송이, 오븐드라이반건조토마토, 혼합제제(변성전분, 설탕, 덱스트린), 화이트와인, 감칠맛베이스, 치킨엑기스, 정제소금, , L-글루탐산나트륨(향미증진제), 설탕, 건조고추링, 후추분말, 바질, 토코페롤(혼합형), 파프리카추출색소, 타마린드검, 향미증진제"""
"834","kcal","mg","조미소스/식품 > 이금기소스","mg","""1. """"노추(노두유)""""는 중국식 간장으로 색이 진하고 일반 간장에 비해 단맛이 나며 짠맛이 약하여 간을 내기 보다는 요리에 맛깔스런 색을 낼 때 주로 사용합니다. 2. 이금기 프리미엄 노추(노두유)는 IP 인증을 받은 엄선된 대두를 사용하여 전통.천연 발효 방식으로 양조하여 대두의 맛이 풍부하고 감칠맛이 나며 홍갈색을 띠고 있어 음식의 색을 맛깔스럽게 하고 광택을 더해줍니다.""","g","https://ottogi.co.kr/pds/product/2017-05-16_351474193[1].jpg","","프리미엄 노추 (노두유)","g","g","500ml","g","g","g","""원산지 : 중국원재료명 : 간장(정제소금,대두,밀가루),카라멜색소,설탕,정제소금,정제수,L-글루탐산나트륨(향미증진제)"""
"309","135kcal","850mg","분말/건조식품 > 하이스","0mg","""1. 은은한 허브와 데미글라스소스의 진한맛 데미글라스소스의 진한 맛과 바질, 로즈마리, 월계수잎의 은은한 허브향이 잘 조화된 하이스 입니다""","9g","https://ottogi.co.kr/pds/product/2017-09-12_911915068[23].jpg","총 제공량 106g26.5g(1인분)","골드브라운 하이스 고형","5g","0g","106g(4인분)","2g","12g","7g","""혼합유지-2[팜유(말레이시아산),팜핵경화유(말레이시아산)],팜스테아린유,유화제],밀가루(밀:미국산/호주산),백설탕,정제소금(국산),옥수수분,덱스트린,토마토분,데미글라스분말,감자혼합전분,하이라이스씨즈닝,오뚜기비프시즈닝,코코아분말,로스팅양파분,유장밀,가공유크림분,복합조미식품,그레이비분말,카라멜색소,양송이분,비프맛양념,조미양송이분말,양파맛분말,숙성양념분,난각분말,카레분,체다치즈파우더,로즈마리,월계수잎,바질[쇠고기,닭고기,밀,토마토,우유,대두,계란,조개류(굴) 함유] 이 제품은 돼지고기,오징어,새우,잣,조개류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다."""
"2482","320kcal","630mg","레토르트/간편식 > 파우치죽","30mg","쇠고기와 신선한 야채가 어우러진 영양 가득 고단백 죽국산 100% 씻어나온 쌀을 사용하여 쌀알 하나하나 생생한 식감쇠고기 함량 11% 고단백 제품으로 영양 가득","11g","https://ottogi.co.kr/pds/product/2023-02-14_292399809[1].jpg","450G","오즈키친 쇠고기죽 450G","4g","0.4g","450G","15g","40g","2.9g","""정제수, 쇠고기(뉴질랜드산), 멥쌀(국산), 표고버섯(중국산), 찹쌀, 양파, 당근, 부추, 참기름, 옥수수유, 파, 양지국물농축액, 돈골농축액, 설탕, 마늘, 정제소금, 양조간장, 아미노베이스, 맛베이스, 향미증진제, 효모추출물, 영양강화제, 후추분말, 산도조절제"""
