"idx","calories","carb","category","cholesterol","content","fat","img","n_size","name","protein","sat_fat","size","sodium","sugar","trans_fat","where"
"2269","176kcal","560mg","조미소스/식품 > 미향","0mg","""- 요리의 맛과 풍미를 올리는 잡내제거의 정석, 신제품 미향 발효맛술!- 국산 생강과 사과, 녹차를 정성껏 발효하여 만든 발효액으로 육류 및 생선 요리의 잡내와 비린내를 잡아주며, 잘 숙성된 다시마식초의 감칠맛과 배의 달큰함이 요리에 풍미를 더해줍니다.- 기존 미향이 레몬식초와 곡류를 사용하여 요리 본연의 맛과 향을 살리는데 특화되어 있다면, 신제품 미향 발효맛술은 잡내제거에 탁월한 주 원료를 직접 발효하고 다시마식초로 맛의 5가지 기본 구성인 감칠맛과 향미를 끌어올려 쿠킹소스로의 맛과 기능을 더욱 강화한 제품입니다.""","0g","https://ottogi.co.kr/pds/product/2021-04-22_25125683[1].jpg","","미향 발효맛술 500ML","44g","0g","500ML","0g","44g","0g","""정제수, 설탕, 생강녹차발효액[생강농축액(생강100%:국산),사과농축액(사과100%:국산)],다시마식초[다시마엑기스(중국산)],청주(쌀:국산),배농축액,올리고당,정제소금"""
"1751","88kcal","300mg","냉장/냉동식품 > 냉장드레싱","0mg","""1. 스트로베리, 블루베리, 라즈베리 3가지의 다양한 베리를 사용하여 베리맛이 풍부하고 달  콤하며 기름을 첨가하지 않아 칼로리 걱정이 없는 드레싱입니다""","0g","https://ottogi.co.kr/pds/product/bebe.jpg","Per 100g","FRESH VALLEY BERRY BERRY NON-OIL SAUCE","20g","0g","250g","0g","22g","0g",""
"2173","575kcal","""1,900mg""","카테고리없음 > 카테고리없음","345mg","""- 돈골 육수에 엄선된 국산 돼지 등뼈, 국산 감자, 국산, 깻잎에 얼갈이배추를 듬뿍 넣어 정성스럽게 끓였습니다.- 푸짐하게 든 살코기와 칼칼하고 구수한 국물이 한 깨 식사는 물론, 술안주, 행장용으로 안성맞춤입니다.- 자취생, 나홀로직장인, 맞벌이 부부, 혼술족이 간편하고 맛있게 드실 수 있습니다.""","33g","https://ottogi.co.kr/pds/product/2020-09-17_326881767[16].jpg","600g","옛날 들깨감자탕","0g","0g","600g","33g","36g","8g","""돼지등뼈(국산)36%,정제수,얼갈이배추14%(중국산),감자10%(국산),들깨가루2.2%,감자탕양념,고춧가루,마늘,파엑기스,돈골농축액,돼지고기,깻잎(국산),된장,혼합제제(변성전분,말토덱스트린),생강,참깨,양파"""
"1772","120kcal","600mg","농/축/수산식품 > 참치","25mg","Canned tuna seasoned with well aged kimchi and tobiko with the popping texture. Excellent side dish or ingredient for stir-fried rice.","4g","https://ottogi.co.kr/pds/product/20120716_img021.jpg","Per 100g","CANNED TUNA (KIMCHI & FLYING FISH ROE)","5g","0g","""100g, 150g""","13g","8g","0.7g","""BONITO 43%(DEEP-SEA:PACIFIC OCEAN),KIMCHI 26%[KOREAN CABBAGE(KOREA),RADISH,RED PEPPER POWDER(KOREA),GREEN ONION,GARLIC],KIMCHI SEASONING SAUCE[SUGAR,CLAM CONCENTRATE[CLAM CONCENTRATE(CLAM:KOREA)],GARLIC(CHINA),TUNA SOY SAUCE,MODIFIED STARCH],WATER,SOYBEAN OIL,TOBIKO GOLD PLUS 3.2%[TOBIKO(IMPORTED) 58%],BLACK PEPPER\n[CONTAINS SOYBEAN,WHEAT,BEEF,CLAM(OYSTER,MANILA CLAM)]\n- This product is produced by a manufacturing facilities producing products containing tomato and chicken."""
"1350","kcal","190mg","조미소스/식품 > 육류소스","0mg","1. OTTOGI BBQ SAUCE provides you a combination of pleasant herbs and red wine.\n2. Fresh tomatoes and apples add more taste to your cooking.\n3. OTTOGI BBQ SAUCE adds hickory smoke to our cooking.","0g","https://ottogi.co.kr/pds/product/2017-05-18_693220038[11].jpg","Per 15g","BBQ SAUCE","6g","0g","280g","0g","7g","0g","""HIGH FRUCTOSE CORN SYRUP,TOMATO PASTE(CHINA),WATER,APPLE PUREE[APPLE(KOREA),VITAMIN-C],SUGAR,FERMENTED VINEGAR(SPIRIT,FERMENTED NUTRIENT),SALT,RED WINE,DRIED MOLASSES,NATURAL FLAVORANT(HICKORY SMOKE OIL),MODIFIED STARCH,SPICE,GARLIC POWDER,ONION POWDER,CHILI SEASONING"""
"1418","50kcal","0mg","농/축/수산식품 > 쨈류","0mg","""1. The original taste and scent of fresh fruits are preserved.\n2. The preserved strawberry particles provided a pleasant texture, and forces OTTOGI to use fresher ingredients.\n3. No artificial colorants included.""","0g","https://ottogi.co.kr/pds/product/2017-05-17_484367816[6].jpg","Per Serving(2 Teaspoons)(20g)","FRUITS JAM","8g","0g","300g","0g","12g","0g","""SLICED STRAWBERRY 0.8%[STRAWBERRY(KOREA),SUGAR],APPLE6.7%[APPLE(KOREA),VITAMIN-C],GRAPE PASTE 5.7%,SUGAR,CORN SYRUP,WATER,LIQUID GLUCOSE,AMIDATED PECTIN,CITRIC ACID"""
"759","70kcal","120mg","농/축/수산식품 > 계란","190mg","""1. 신선한 계란의 탱탱함이 살아있습니다.2. 삶아서 까야하는 번거로움이 없어 간편합니다.3. 완전 조리가 되어 있어 별도의 조리 없이 바로 드실 수 있습니다.4. 충전수에 보이는 하얀 부유물은 이물질이 아닌 계란고유의 난각막으로 인체에 무해하오니 개봉 후 버리고 사용하십시오.5. 장조림, 샐러드, 술안주 등에 좋습니다.""","5g","https://ottogi.co.kr/pds/product/img_big006.jpg","1회 제공량 50 g 당 함량","깐계란","0g","0g","300g","6g","1g","1.5g",""
"1363","kcal","mg","조미소스/식품 > 고기양념장","mg","1. Enjoy the rich taste of Gwangwang- bulgogi.\n2. No seasoning required.\n3. Reduced sweetness for a more neat taste.","g","https://ottogi.co.kr/pds/product/rhkddidthqnfrhrl_11.jpg","","KOREAN BBQ SAUCE FOR GWANGWANG BULGOGI","g","g","120g","g","g","g","""MIXED SOY SAUCE[DEFATTED SOYBEAN(IMPORTED),HIGH FRUCTOSE CORN SYRUP,SALT(KOREA),SOY SAUCE,SPIRIT],SUGAR,WATER,GARLIC(KOREA),VEGETABLE MIX-B(ONION,GARLIC,GREEN ONION),PINEAPPLE JUICE CONCENTRATE,ONION CONCENTRATE,PLUM CONCENTRATE,BLACK PEPPER POWDER,SMOKED FALVORANT(FLAVOR)YEAST EXTRACT,MODIFIED STARCH,SUGAR SYRUP,XANTHAN GUM,GARLIC POWDER"""
"2033","535kcal","1780mg","라면류 > 오라면","0mg","라면의 본질을 추구하다 !최고의 가성비 오뚜기 오!라면1. 국물과 어울림성을 극대화한 쫄깃한 면발!감자전분을 넣어 부드럽고 쫄깃한 식감에 야채엑기스를 적용하여 국물과 어울림성 UP!2. 진~하게 우려낸 쇠고기 육수!사태와 양지를 푹 우려내어 진~한 쇠고기 육수에 풍부한 양념맛과 감칠맛의 조화!3. 어떤 재료와도 잘 어울리는 맛!다른 부재료들과 특히 잘 어울리도록 개발한 국물맛!최고의 가성비와 누구나 즐길 수 있는 라면. 라면의 기준을 세우다! 오뚜기 오라면!","17g","https://ottogi.co.kr/pds/product/2019-11-06_185569419[1].jpg","","오라면","3g","0g","""125g,500g(125gx4)""","12g","84g","8g","""*면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),감자전분(외국산:덴마크,프랑스,독일 등),글루텐,정제소금,야채풍미액,조미마늘엑기스,난각분말,면류첨가알칼리제(산도조절제),녹차풍미유,비타민B2*스프류:참맛장조림분말,조미육수분말,간장베이스,정제소금,효모,설탕,구수한맛분말,포도당,후추분말,비프조미분말,야채양념분말,효모추출조미분말,참맛효모조미분말,조미야채분말,칠리맛분말,양지사태조미분말,로스팅육수분말,향미증진제,고춧가루,칠리추출물,산도조절제,건미역,계란후레이크"""
"319","75kcal","2400mg","조미소스/식품 > 식초","0mg","""""""붓고 하루면 수제피클 완성!"""" 간편 피클초1) 새콤한 수제 피클 만들기, 피클초로 간편하게 뚝딱!- 간편 피클초와 물을 1:1 비율로 섞어 야채와 함께 병에 붓고 24시간 숙성하면 초간편 수제 야채 피클 완성!2) 초요리를 가장 맛있게 하는 황금비율로 탄생한 간편 피클초! - 대중적인 절임피클의 맛을 손쉽게 구현 가능해요- 입맛을 살려주는 새콤한 맛을 부여하고 싶을 때 활용하면 좋아요- 피클뿐만 아니라 무침, 냉국에도 잘 어울려요""","0g","https://ottogi.co.kr/pds/product/2018-12-10_773652232[5].jpg","100g 당","간편 피클초","17g","0g","""500ml , 900ml, 1.8L""","1g","18g","0g","""발효식초40%(주정,발효영양원), 정제수, 설탕, 정제소금(국산), 효모추출물, 마늘엑기스(중국산), 효소처리스테비아(감미료)"""
"2038","410kcal","820mg","냉장/냉동식품 > 냉동피자","40mg","""모짜렐라, 체다, 프렌치에멘탈, 고다, 파마산, 프레쉬모짜렐라슬라이스 등 6가지 치즈가 풍성하게 들어간 피자입니다.1. 돌판오븐에 구워 만든 정통피자의 풍부한 맛! 2. 생 효모 반죽 : 살아있는 효모가 만든 깊고 진한 밀의 풍미3. 알찬 25cm : 전자레인지에 꽉 차는 25cm 크기로 푸짐하고 든든하게4. 1/4 컷팅선 : 비닐을 벗기기 전에 눌러 깔끔하게 분리 가능""","18g","https://ottogi.co.kr/pds/product/2019-11-21_604063404[1].jpg","1회 제공량 150g당","6 포르마지 피자","5g","0.5g 미만g","405g","19g","43g","8g","""밀가루(밀:미국산, 캐나다산), 포르마지피자치즈 21.45%[모짜렐라치즈 59.3%(외국산), 프렌치에멘탈치즈 25%(프랑스산), 체다치즈10%(외국산), 고다치즈 5%(외국산), 분말셀룰로스],정제수, 포르마지피자소스11.79%[과채가공품(이탈리아산), 토마토페이스트(중국산), 포도당, 설탕, 양파], 코다노후레쉬모짜슬라이즈치즈10.72%(미국산:프레쉬모짜렐라커드), 식물성유지, 파마산치즈 1.72%(호주산), 설탕, 탈지분유, 효모, 정제소금"""
"1077","230kcal","430mg","냉장/냉동식품 > 만두","10mg","1. 7가지 국산 야채와 국산 돼지고기 사용2. 쪄먹거나 만두국에 사용3. 손만두(알당 26.0g)","12g","https://ottogi.co.kr/pds/product/2022-05-24_529838363[11].jpg","100g 당","맛있는 손만두 고기","3g","0g","""338g*2, 520g,""","7g","24g","3.7g","""밀가루(밀:미국산,호주산,캐나다산), 돼지고기(국산), 두부[대두(외국산),두부응고제,혼합제제(정제수,규소수지,폴리소르베이트65,소르비탄지방산에스테르,셀룰로스검)], 양배추, 양파, 부추, 변성전분, 대두단백, 대파, 당면, 난백, 설탕, 쇠고기다시, 건조무, 마늘, 양조간장, 혼합지미분, 참기름, 복합조미식품, 향미유, 유화유지, 향미증진제, 후추분, 생강, 정제소금"""
"1843","895kcal","2500mg","곡류가공식품 > 쌀떡류","0mg","""진한 멸치육수로 만든 국물과 함께 떠먹는 매콤한 국물떡볶이어묵, 라면사리 햄 등 다양한 재료와 함께하면 더 맛있어요.""","4.3g","https://ottogi.co.kr/pds/product/2018-01-29_844858629[23].jpg","총 내용량 424g","맛있는 국물떡볶이","37g","0g","424g","18g","196g","1.1g","""*국물 떡볶이떡 - 쌀가루99%(외국산),정제소금,주정*국물 떡볶이소스 - 정제수,설탕,고추장[물엿,혼합양념(중국산),소맥분(밀:미국산,호주산),밀쌀,주정],멸치육수[멸치(국산),무(국산),멸치조미분말,다시마,후추분],고추분(중국산),토마토페이스트,마늘,양파퓨레,양조간장,정제소금,양파맛분말,후추분,변성전분,L-글루탐산나트륨(향미증진제),향미증진제,산도조절제,파프리카추출색소*야채고명 - 건양배추(중국산:양배추,포도당),파(중국산)"""
"1680","475kcal","mg","조미소스/식품 > 상온드레싱","mg","""1. Sesame dressing with enriched taste and scent using roasted sesame, with no remaining taste in your mouth.\n2. Matches with Cabbage salads, tofu salads, and dip sauce for Shabu-Shabu.""","44g","https://ottogi.co.kr/pds/product/2017-05-17_511941002[1].jpg","Per 100g","SESAME DRESSING","12g","0g","""245g, 495g""","3g","17g","3.4g","""CANOLA OIL(CANADA),WATER,FERMENTED SOY SAUCE[DEFATTED SOYBEAN(INDIA),WHEAT FLOUR(USA),SALT,SPIRIT],SUGAR,DOUBLE STRENGTH APPLE VINEGAR[APPLE EXTRACT(CHINA),SPIRIT,FERMENTED NUTRIENT,FLAVOR(APPLE ESSENCE)],SESAME POWDER[SESAME:IMPORTED(INDIA,NIGERIA,PAKISTAN)],MUSHROOM EXTRACT,EGG YOLK,SALT,FERMENTED LACTIC ACID,SEASONING OIL,YEAST EXTRACT,XANTHAN GUM,DISODIUM 5'-INOSINATE,GLUCOSYL STEVIA,ENZYME"""
"1091","kcal","mg","냉장/냉동식품 > 만두","mg","1. 100% Korean Pork.\n2. OTTOGI Vermicelli.\n3. Squared-shape Dumpling","g","https://ottogi.co.kr/pds/product/2017-07-10_396343806[17].jpg","","CRISPY PAN FRIED SAUTE NOODLE DUMPLING","g","g","""500g, 500g x 2""","g","g","g",""
"1452","115kcal","510mg","농/축/수산식품 > 참치","15mg","""1. Fresh tuna caught in the pacific ocean is quick frozen to -20℃ to preserve the freshness, taste and nutrient of a live tuna with plenty protein.\n2. Added with Korean onion, carrot and other vegetable along with sweet and sour tomato sauce to provide a fresh taste.\n3. Rich vegetable scent with high vegetable content provides construes a high protein food for side dishes or children‘s nutrient snack.""","5g","https://ottogi.co.kr/pds/product/2017-05-18_693220045[7].jpg","Per Serving 100g","CANNED TUNA (VEGETABLE)","5g","0g","""100g, 150g""","10g","8g","0.9g","""BONITO 43%(DEEP-SEA:PACIFIC OCEAN),WATER,ONION 7%(KOREA),SWEETCORN[THAILAND:CORN,SUGAR,SALT,CITRIC ACID],TOMATO PASTE 5%,SOYBEAN OIL,POTATO,PEA,SUGAR,CARROT 2%,APPLE EXTRACT,PEAR EXTRACT,SEASONING,ONION SEASONED POWDER,MODIFIED STARCH,SALT\n[CONTAINS SOYBEAN,WHEAT,TOMATO(ALLERGIC SUBSTANCES)]\n*- This product is produced in manufacturing facilities producing products containing beef, chicken, shellfish (oyster, clam)."""
"2197","565kcal","750mg","분말/건조식품 > 프리믹스","75mg","'-우유만 부어 흔들면 반죽이 끝!-바나나의 향긋함이 핫케이크에 그대로-바나나 엑기스 함유 -우유와 함께 조리하여 섭취시
단백질 일일 권장량의 27% 섭취 가능 (15g)-식이섬유 6g 함유-지름 12cm 3장 분량","7g","https://ottogi.co.kr/pds/product/2020-12-07_693455868[5].jpg","150g당 함량","쉐이크앤팬 핫케이크믹스 바나나","33g","0g","150g","11g","118g","6g","""밀가루(밀:미국산),설탕,식물성크림{물엿,식물성경화유지(팜핵유:인도네시아산),유청분말(미국산),산도조절제,카제인나트륨},포도당,바나나농축분말,{바나나(인도산),팜핵유(인도네시아산)},생크림분말,베이킹파우다(산도조절제,전분),난황분,난백분,귀리식이섬유,정제소금,계피분말"""
"603","200kcal","840mg","레토르트/간편식 > 3분","35mg","""국내산 돼지고기에 대파, 양파로 맛을 낸 매콤한 양념이 잘 어우러져 매콤하고 부드러운 맛이 살아있습니다.""","10g","https://ottogi.co.kr/pds/product/2021-06-14_702889081[5].JPG","1회 제공량 150g당 함량","3분 제육덮밥소스","8g","0g","150g(1인분)","9g","18g","2.5g","""정제수, 돼지고기23%(국산), 대파(중국산), 양파퓨레(중국산), 카놀라유, 마늘, 야채풍미유, 고춧가루, 설탕, 혼합제제(변성전분, 설탕, 덱스트린), 혼합제제(폴리글리시톨시럽, 이소말토올리고당), 고추장, 미향, 간장, 쇠고기다시, 양파맛분말, L-글루탐산나트륨(향미증진제), 정제소금, 식물성분해단백, 생강, 향미증진제, 아미노베이스, 파프리카추출색소, 후추분말, 스모크풍미유(스모크오일, 포도씨유, 대두유, d-토코페롤)-우유, 대두, 밀, 돼지고기, 쇠고기 함유-계란, 새우, 토마토, 닭고기, 메추리알, 오징어, 조개류(굴, 전복, 홍합 포함) 혼입 가능"""
"2020","230kcal","810mg","조미소스/식품 > 스파게티소스","0mg","""신선한 엑스트라버진 올리브유에볶은 국산 마늘과 봉골레, 화이트와인으로진한 풍미 가득한 알리오올리오 파스타소스""","20g","https://ottogi.co.kr/pds/product/2021-04-20_671244888[11].jpg","100g 당","프레스코 알리오올리오 파스타 소스","1g","0.5g미만g","380G","1g 미만g","12g","6g","""정제수, 해바라기유(외국산:우크라이나, 말레이시아, 스페인 등), 압착올리브유(스페인산), 마늘(국산), 화이트와인, 혼합제제(변성전분, 설탕, 덱스트린), 치킨엑기스에스, 슬라이스올리브, 혼합제제(변성전분, 덱스트린), 조개추출분말, 바지락엑기스, 감칠맛베이스, 정제소금, 마늘엑기스, 설탕, L-글루탐산나트륨(향미증진제), 후추, 건조링고추, 바질, 토코페롤(혼합형), 타마린드검, 향미증진제, 오레가노"""
"962","80kcal","910mg","분말/건조식품 > 하이스","0mg","""1. 은은한 허브와 데미글라스소스의 진한 맛 데미글라스소스의 진한 맛과 바질, 로즈마리, 월계수잎의 은은한 허브향이 잘 조화된 하이스 입니다2. 최신기술의 과립형 분말로 물에 잘 녹아 조리하기 더욱 편리합니다.3. HACCP 인증""","2.5g","https://ottogi.co.kr/pds/product/2021-04-06_417301485[33].jpg","총 제공량 80g25g(1인분)","골드브라운 하이스","5g","0g","""80g(4인분),1kg(50인분)""","2g","12g","1.3g","""밀가루(밀:미국산/호주산),혼합식용유[팜올레인유(말레이시아산),팜스테아린유(말레이시아산)],설탕,정제소금(국산),옥수수분,덱스트린,토마토분,데미글라스분말,감자혼합전분,하이라이스씨즈닝,오뚜기비프시즈닝,코코아분말,로스팅양파분,유장밀,유크림분,복합조미식품,그레이비분말,카라멜색소,양송이분,비프맛양념,조미양송이분말,양파맛분말,숙성양념분,난각분말,카레분,체다치즈파우더,로즈마리,월계수잎,바질[쇠고기,닭고기,밀,토마토,우유,대두,계란,조개류(굴) 함유] 이 제품은 돼지고기,오징어,새우,잣,조개류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다."""
"920","390kcal","2100mg","분말/건조식품 > 스프","0mg","""오뚜기 쇠고기스프는 양질의 쇠고기에 당근, 양파 등 신선한 야채를 곁들여 영양이 풍부하고 맛이 부드러워 노약자, 어린이 및 수험생의 간식과 간편한 식사대용으로도 좋습니다.""","8g","https://ottogi.co.kr/pds/product/2021-03-22_858955970[1].jpg","총 제공량 80g/300g/500g/1kg100g당","쇠고기스프","20g","0g","""80g(4인분),300g(15~18인분),500g(25~30인분),1kg(50~60인분)""","10g","70g","4.5g","""밀가루(밀:미국산/호주산),덱스트린,옥수수분[옥수수:외국산(호주,브라질,우크라이나등)],유크림혼합분[물엿,유청분말(외국산),유당(미국산)유크림,식물성유지],혼합식용유(팜올레인유,팜스테아린유),정제포도당,정제소금,비프맛분,쇠고기칩2.5%[쇠고기(뉴질랜드산),정육기준10%],설탕,양파칩,당근칩,마늘분,양파분,후추분,파슬리칩"""
"1314","kcal","mg","조미소스/식품 > 간장류","mg","""TUNA SOY SAUCE is mainly made from tuna mixing  salt with decomposed tuna protein after filtration.\n1. The strong taste allows you to use only 2/3 of the amount you would normally use to achieve the taste you want.\n2. TUNA SOY SAUCE is good for soup cooking (soup or stew), and also goes along with other vegetable or stir-fried dishes.\n3. Produced in HACCP accredited facilities.\n4. After opening, seal tight and store in refrigerator.""","g","https://ottogi.co.kr/pds/product/0021.jpg","","TUAN SOY SAUCE","g","g","500ml","g","g","g",""
"2334","475kcal","1790mg","라면류 > 순후추라면","0mg","""순후추와 라면의 만남!부드럽고 쫄깃한 식감의 도톰한 면, 진하고 칼칼한 소고기 국물에흑후추와 볶음참깨분말로 후추향과 고소함을 더했습니다.""","19g","https://ottogi.co.kr/pds/product/2021-12-24_573720162[1].jpg","","순후추라면 용기 매운맛","6g","0g","105g","9g","67g","9g","""*면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),글루텐,정제소금,난각분말,조미마늘엑기스,마늘시즈닝,면류첨가알칼리제(산도조절제),야채추출물,비타민B2,녹차풍미유*스프류:정제소금(국산),쇠고기볶음맛분말,바지락육수분말,포도당,설탕,흑후추분말{흑후추(외국산:베트남,인도네시아,말레이시아 등)},간장분말,감자전분,조미육수분말,참맛다대기양념분말,볶음참깨분말,혼합야채분,간장베이스,구운쇠고기분말,매운볶음베이스,복합지미분,비프베이스분말,사태양념분말,숙성마늘맛분,유지혼합분말,참맛장조림분말,고춧가루,야채조미베이스,향미증진제,기타 식용유지가공품,칠리추출물,잔탄검,매운칠리추출물,산도조절제,계란스크램블,건당근,건파,건고추입자,건표고버섯밀,대두,계란,우유,쇠고기,닭고기,토마토,조개류(굴,홍합 포함) 함유"""
"1152","30kcal","0mg","조미소스/식품 > 식초","0mg","1. 100% fermented apple vinegar containing 360g of apply juice in per liter.\n2. The original apple juice adds a rich scent to vinegar.","0g","https://ottogi.co.kr/pds/product/img251.jpg","Per 100ml","APPLE VINEGAR","3g","0g","""360ml, 500ml, 900ml, 1.8L""","0g","3g","0g","""WATER,SPIRIT,APPLE EXTRACT 5.03%(CHINA:APPLE 100%,72Brix),FERMENTED NUTRIENT,APPLE ESSENCE(FLAVOR)"""
"495","370kcal","710mg","분말/건조식품 > 프리믹스","0mg","""1. 코코아분말과 쵸코칩을 넣어 만든 제품입니다.2. 어느 가정에서나 맛있는 쵸코핫케이크, 쵸코찜케이크, 쵸코스폰지케이크, 쵸코쿠키, 쵸코머핀 등의 다양한 쵸코맛 케이크를 간편하게 만들어 드실 수 있습니다. 3. 오뚜기 쵸코핫케이크가루로 맛있는 간식을 준비하세요.""","1.4g","https://ottogi.co.kr/pds/product/2019-04-04_541245860[19].jpg","100g 당 함량","쵸코핫케익믹스","27g","0g","""500g, 1Kg""","7g","82g","1.3g","""소맥분(밀:미국산),설탕,식물성크림{물엿,식물성경화유지(팜핵유:인도네시아산),유청분말(미국산),산도조절제,카제인나트륨},포도당,코코아분말(싱가포르산),베이킹파우다(산도조절제,전분),쵸코칩(캐나다산),정제소금,유청분말,합성향료(초코렛향)"""
"2328","470kcal","1850mg","라면류 > 라면류","5mg","""1. Plenty of savory cheddar cheese powder2. A fantastic combination of chewy noodles, savory cheese and spicy soup""","15g","https://ottogi.co.kr/pds/product/2021-11-24_596472778[7].jpg","","BODLE BODLE CHEESE RAMEN(SPICY)","g","g","3.91 oz (111 g)","9g","75g","8g","""* NOODLE  WHEAT FLOUR, MODIFIED STARCH(TAPIOCA,POTATO), PALM OIL, POTATO STARCH, WHEAT GLUTEN, SALT, YEAST EXTRACT, ACIDITY REGULATOR, POTASSIUM CARBONATE, PENTASODIUM TRIPHOSPHATE, DISODIUM DIPHOSPHATE), RIBOFLAVIN, GREEN TEA EXTRACT* POWDER SOUP  SALT, SUGAR, HYDROLYZED VEGETABLE PROTEIN, RED PEPPER, DRIED WHEY, GLUCOSE, CHEESE POWDER, SOY SAUCE POWDER, DISODIUM INOSINATE, DISODIUM GUANYLATE, GARLIC POWDER, VEGETABLE POWDER, YEAST EXTRACT POWDER, CORN FLOUR, OLEORESIN CAPSICUM, BLACK PEPPER, SOYBEAN PASTE POWDER, CHILLI EXTRACT POWDER* CHEESE POWDER SOUP   CHEESE POWDER, MILK CREAM POWDER, CHEESE FLAVOR POWDER* VEGETABLE MIX   CARROT, CABBAGE, CORN, SPINACH"""
"2436","310kcal","750mg","냉장/냉동식품 > 냉동피자","10mg","'-컬리플라워를 넣어 만든 담백한 도우에 각종 야채를 얹어 건강하게 만들었습니다.-자사 피자 대비 20% 내외 칼로리가 낮아 부담없이 즐길 수 있읍니다. (당사 불고기피자 대비)-건강한 야채 토핑과 모짜렐라 치즈가 어우러져 풍부한 맛을 자랑합니다.","10g","https://ottogi.co.kr/pds/product/2022-10-20_1068083408[3].jpg","150g","컬리플라워도우 베지터블 피자","5g","0g","405g","12g","43g","3g","""밀가루(밀:미국산,캐나다산),포르마지피자소스[과채가공품 63.46%(이탈리아산),토마토페이스트 13%(중국산),포도당,설탕,양파 1.5%(국산)]정제수,엔젤헤어모짜F[모짜렐라치즈(외국산),분말셀룰로스],냉동로스트버섯과야채 10.45%[새송이버섯 39%(중국산),애호박 39%(중국산),파프리카 19%(중국산),옥배유,정제염],컬리플라워라이스 8.54%(중국산),전립분,냉동썬드라이방울토마토 5.23%[토마토(중국산),설탕],냉동브로컬리 5.23%(중국산),식물성유지,블랙올리브 2.09%(스페인산),설탕,생효모,탈지분유,정제소금"""
"1864","415kcal","930mmg","라면스낵류 > 뿌셔뿌셔","0mmg","톡쏘는 와사비 풍미와 고소한 구운김맛이 어우러진 와사비 김맛","15g","https://ottogi.co.kr/pds/product/2018-04-11_612751042[5].jpg","""1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.""","뿌셔뿌셔 와사비김맛","5g","0g","90g","8g","62g","6g","""*면:소맥분(밀:미국산,호주산),팜유(말레이시아산),고올레산해바라기유(외국산:아르헨티나,스페인,프랑스 등),알파옥수수분말,정제소금,설탕,양파추출물,야채추출물,면류첨가알칼리제(산도조절제),난각분말,비타민B2,녹차풍미유*스프:구운김맛시즈닝,김맛시즈닝,정제소금,설탕,파래분말,포도당,복합지미분,효소처리스테비아,참기름,와사비분*특정성분: 면 중 고올레산해바라기유 4.8%, 스프 중 김 1.8%, 와사비 0.2%"""
"356","kcal","mg","농/축/수산식품 > 벌꿀","mg","1)  탄소동위원소비 -23.5‰(퍼밀) 이하의 다양한 꽃의 풍미가 짙은  '순도 높은 벌꿀' 입니다. 2) 농협에서 품질을 인정받은 제품입니다.","g","https://ottogi.co.kr/pds/product/2019-07-22_514075296[1].jpg","","벌꿀 야생화","g","g","""500g, 1kg""","g","g","g","벌꿀(국산)100%"
"571","410kcal","790mg","곡류가공식품 > 오뚜기밥","20mg","""1. 맛있는 오뚜기 춘천닭갈비덮밥은 신선한 닭고기와 양파, 양배추, 고구마, 당근 등의 야채가 듬뿍 들어가 푸짐하고 매콤한 맛이 일품입니다. 2. 100% 국내산 닭다리살만을 사용해 맛이 더욱 좋습니다.3. 밥 용기에 소스만 부어서 전자레인지에 바로 데울 수 있으므로 매우 편리합니다.""","4.2g","https://ottogi.co.kr/pds/product/ccd3.jpg","1회 제공량 340g 당 함량","맛있는 오뚜기 춘천닭갈비덮밥","8g","0g","""340g(맛있는 오뚜기밥 160g, 춘천닭갈비덮밥소스 160g)""","16g","77g","0.9g","""맛있는 오뚜기밥(즉석조리식품, 살균제품, 질소충전제품):쌀(국산), 산도조절제춘천닭갈비덮밥소스(소스류,살균제품,레토르트식품): 닭고기27%(닭가슴살,국산), 정제수, 양파(중국산), 양배추(국산), 고구마, 고추장(밀), 카놀라유, 당근, 혼합제제(변성전분,백설탕,덱스트린), 열대과일퓨레, 백설탕, 마늘, 청주, 고추분, 닭고기맛베이스(대두), 정제소금, 장국맛분-1, 해물맛베이스(새우,우유), 볶음양파양념분, 생강, 치킨파우더, 후추분, 카레분, 향미증진제, 파프리카추출색소(천연색소)"""
"1217","215kcal","mg","곡류가공식품 > 오뚜기밥","mg","""1. OTTOGI Cooked Rice preserves the natural nutrients of high quality rice, stored at low temperature before milling.\n2. Carefully selected rinsed rice. Water content is adjusted to provide the optimal edibility, with high-pressure high-temperature cooking. OTTOGI Cooked Rice preserves the texture of rice with enhanced taste.\n4. OTTOGI Cooked Rice is manufactured in a clean room free from dust or microorganisms, with a hygienic process, and is available to be stored for over 9 months at room temperature with no preservative.""","1.4g","https://ottogi.co.kr/pds/product/2017-05-18_649318750[21].jpg","Total Content 150g(215kcal)","COOKED RICE (SMAILL SIZE)","g","g","150g","4g","47g","0.5g","""INGREDIENTS(EXLCUDING SOLVENT): RICE(KOREA),ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE)"""
